-70.25	93.78	81.93	-252.52
-70.25	91.72	74.39	-225.02
-70.24	85.83	53.23	-153.66
-70.24	76.18	19.78	-62.82
-70.24	62.84	-23.95	13.68
-70.24	62.84	-23.95	13.68
-70.23	45.43	-55.04	53.84
-70.22	25.32	-66.75	92.68
-70.21	3.03	-61.40	113.27
-70.20	-20.90	-42.16	105.05
-70.20	-46.16	-12.61	65.43
-70.20	-71.48	21.79	2.19
-70.20	-96.57	52.07	-78.39
-70.19	-121.12	81.32	-154.51
