0.000000E+00	0.000000E+00	0.000000E+00
1.055918E-02	-3.992933E-08	1.596449E-10
2.111836E-02	-1.597136E-07	1.277161E-09
3.167754E-02	-3.593416E-07	4.310425E-09
4.223672E-02	-6.387944E-07	1.021733E-08
5.279590E-02	-9.980461E-07	1.995577E-08
6.335509E-02	-1.437063E-06	3.448370E-08
7.391427E-02	-1.955804E-06	5.475907E-08
8.447345E-02	-2.554219E-06	8.173986E-08
9.503262E-02	-3.232253E-06	1.163841E-07
1.055918E-01	-3.989843E-06	1.596500E-07
1.161510E-01	-4.826915E-06	2.124955E-07
1.267102E-01	-5.743394E-06	2.758790E-07
1.372693E-01	-6.739189E-06	3.507584E-07
1.478285E-01	-7.814208E-06	4.380924E-07
1.583877E-01	-8.968348E-06	5.388391E-07
1.689469E-01	-1.020150E-05	6.539570E-07
1.795061E-01	-1.151355E-05	7.844048E-07
1.900652E-01	-1.290437E-05	9.311404E-07
2.006244E-01	-1.437383E-05	1.095123E-06
2.111836E-01	-1.592178E-05	1.277311E-06
2.217428E-01	-1.754808E-05	1.478664E-06
2.323020E-01	-1.925257E-05	1.700140E-06
2.428612E-01	-2.103510E-05	1.942697E-06
2.534204E-01	-2.289548E-05	2.207296E-06
2.639795E-01	-2.483353E-05	2.494894E-06
2.745387E-01	-2.684907E-05	2.806450E-06
2.850979E-01	-2.894191E-05	3.142924E-06
2.956571E-01	-3.111182E-05	3.505275E-06
3.062162E-01	-3.335862E-05	3.894461E-06
3.167754E-01	-3.568207E-05	4.311442E-06
3.273346E-01	-3.808194E-05	4.757177E-06
3.378938E-01	-4.055799E-05	5.232622E-06
3.484530E-01	-4.310999E-05	5.738739E-06
3.590122E-01	-4.573769E-05	6.276488E-06
3.695713E-01	-4.844079E-05	6.846821E-06
3.801305E-01	-5.121905E-05	7.450702E-06
3.906897E-01	-5.407220E-05	8.089091E-06
4.012489E-01	-5.699992E-05	8.762941E-06
4.118080E-01	-6.000192E-05	9.473211E-06
4.223672E-01	-6.307790E-05	1.022086E-05
4.329264E-01	-6.622755E-05	1.100684E-05
4.434856E-01	-6.945054E-05	1.183212E-05
4.540448E-01	-7.274653E-05	1.269765E-05
4.646040E-01	-7.611520E-05	1.360438E-05
4.751631E-01	-7.955616E-05	1.455328E-05
4.857223E-01	-8.306911E-05	1.554529E-05
4.962815E-01	-8.665363E-05	1.658137E-05
5.068407E-01	-9.030935E-05	1.766249E-05
5.173998E-01	-9.403585E-05	1.878957E-05
5.279590E-01	-9.783280E-05	1.996360E-05
5.385182E-01	-1.016997E-04	2.118550E-05
5.490774E-01	-1.056363E-04	2.245624E-05
5.596366E-01	-1.096420E-04	2.377678E-05
5.701957E-01	-1.137164E-04	2.514804E-05
5.807549E-01	-1.178591E-04	2.657100E-05
5.913141E-01	-1.220696E-04	2.804658E-05
6.018733E-01	-1.263474E-04	2.957574E-05
6.124325E-01	-1.306922E-04	3.115943E-05
6.229917E-01	-1.351033E-04	3.279860E-05
6.335508E-01	-1.395803E-04	3.449417E-05
6.441100E-01	-1.441226E-04	3.624709E-05
6.546692E-01	-1.487299E-04	3.805830E-05
6.652284E-01	-1.534014E-04	3.992874E-05
6.757876E-01	-1.581367E-04	4.185934E-05
6.863468E-01	-1.629353E-04	4.385108E-05
6.969059E-01	-1.677965E-04	4.590479E-05
7.074651E-01	-1.727198E-04	4.802152E-05
7.180243E-01	-1.777047E-04	5.020212E-05
7.285835E-01	-1.827504E-04	5.244754E-05
7.391427E-01	-1.878564E-04	5.475869E-05
7.497019E-01	-1.930222E-04	5.713653E-05
7.602610E-01	-1.982469E-04	5.958193E-05
7.708202E-01	-2.035301E-04	6.209585E-05
7.813794E-01	-2.088711E-04	6.467917E-05
7.919385E-01	-2.142691E-04	6.733280E-05
8.024977E-01	-2.197236E-04	7.005767E-05
8.130569E-01	-2.252338E-04	7.285470E-05
8.236161E-01	-2.307990E-04	7.572471E-05
8.341753E-01	-2.364186E-04	7.866871E-05
8.447344E-01	-2.420917E-04	8.168747E-05
8.552936E-01	-2.478177E-04	8.478200E-05
8.658528E-01	-2.535958E-04	8.795309E-05
8.764120E-01	-2.594252E-04	9.120170E-05
8.869712E-01	-2.653052E-04	9.452866E-05
8.975304E-01	-2.712351E-04	9.793486E-05
9.080895E-01	-2.772138E-04	1.014211E-04
9.186487E-01	-2.832408E-04	1.049884E-04
9.292079E-01	-2.893151E-04	1.086375E-04
9.397671E-01	-2.954359E-04	1.123692E-04
9.503263E-01	-3.016024E-04	1.161844E-04
9.608855E-01	-3.078138E-04	1.200841E-04
9.714446E-01	-3.140690E-04	1.240689E-04
9.820038E-01	-3.203672E-04	1.281398E-04
9.925630E-01	-3.267077E-04	1.322975E-04
1.003122E+00	-3.330893E-04	1.365430E-04
1.013681E+00	-3.395112E-04	1.408768E-04
1.024240E+00	-3.459725E-04	1.453000E-04
1.034800E+00	-3.524722E-04	1.498132E-04
1.045359E+00	-3.590093E-04	1.544174E-04
1.055918E+00	-3.655829E-04	1.591132E-04
1.066477E+00	-3.721920E-04	1.639015E-04
1.077036E+00	-3.788355E-04	1.687829E-04
1.087596E+00	-3.855124E-04	1.737583E-04
1.098155E+00	-3.922218E-04	1.788285E-04
1.108714E+00	-3.989626E-04	1.839941E-04
1.119273E+00	-4.057335E-04	1.892559E-04
1.129832E+00	-4.125339E-04	1.946147E-04
1.140391E+00	-4.193623E-04	2.000709E-04
1.150951E+00	-4.262177E-04	2.056256E-04
1.161510E+00	-4.330991E-04	2.112793E-04
1.172069E+00	-4.400053E-04	2.170328E-04
1.182628E+00	-4.469352E-04	2.228867E-04
1.193187E+00	-4.538876E-04	2.288417E-04
1.203747E+00	-4.608613E-04	2.348983E-04
1.214306E+00	-4.678552E-04	2.410572E-04
1.224865E+00	-4.748680E-04	2.473192E-04
1.235424E+00	-4.818987E-04	2.536849E-04
1.245983E+00	-4.889459E-04	2.601547E-04
1.256543E+00	-4.960085E-04	2.667294E-04
1.267102E+00	-5.030850E-04	2.734094E-04
1.277661E+00	-5.101745E-04	2.801955E-04
1.288220E+00	-5.172754E-04	2.870881E-04
1.298779E+00	-5.243866E-04	2.940877E-04
1.309338E+00	-5.315068E-04	3.011949E-04
1.319898E+00	-5.386347E-04	3.084103E-04
1.330457E+00	-5.457689E-04	3.157343E-04
1.341016E+00	-5.529081E-04	3.231674E-04
1.351575E+00	-5.600510E-04	3.307100E-04
1.362134E+00	-5.671962E-04	3.383627E-04
1.372694E+00	-5.743425E-04	3.461260E-04
1.383253E+00	-5.814880E-04	3.540000E-04
1.393812E+00	-5.886318E-04	3.619854E-04
1.404371E+00	-5.957726E-04	3.700827E-04
1.414930E+00	-6.029086E-04	3.782920E-04
1.425489E+00	-6.100384E-04	3.866136E-04
1.436049E+00	-6.171609E-04	3.950481E-04
1.446608E+00	-6.242743E-04	4.035957E-04
1.457167E+00	-6.313772E-04	4.122567E-04
1.467726E+00	-6.384683E-04	4.210314E-04
1.478285E+00	-6.455461E-04	4.299201E-04
1.488845E+00	-6.526090E-04	4.389231E-04
1.499404E+00	-6.596556E-04	4.480408E-04
1.509963E+00	-6.666840E-04	4.572727E-04
1.520522E+00	-6.736933E-04	4.666197E-04
1.531081E+00	-6.806817E-04	4.760819E-04
1.541640E+00	-6.876475E-04	4.856592E-04
1.552200E+00	-6.945893E-04	4.953519E-04
1.562759E+00	-7.015057E-04	5.051600E-04
1.573318E+00	-7.083949E-04	5.150836E-04
1.583877E+00	-7.152554E-04	5.251229E-04
1.594436E+00	-7.220856E-04	5.352778E-04
1.604995E+00	-7.288840E-04	5.455484E-04
1.615555E+00	-7.356489E-04	5.559347E-04
1.626114E+00	-7.423789E-04	5.664369E-04
1.636673E+00	-7.490721E-04	5.770544E-04
1.647232E+00	-7.557271E-04	5.877877E-04
1.657791E+00	-7.623424E-04	5.986365E-04
1.668351E+00	-7.689160E-04	6.096007E-04
1.678910E+00	-7.754466E-04	6.206801E-04
1.689469E+00	-7.819323E-04	6.318743E-04
1.700028E+00	-7.883718E-04	6.431839E-04
1.710587E+00	-7.947633E-04	6.546080E-04
1.721146E+00	-8.011051E-04	6.661467E-04
1.731706E+00	-8.073956E-04	6.777995E-04
1.742265E+00	-8.136331E-04	6.895663E-04
1.752824E+00	-8.198161E-04	7.014467E-04
1.763383E+00	-8.259429E-04	7.134404E-04
1.773942E+00	-8.320117E-04	7.255471E-04
1.784502E+00	-8.380210E-04	7.377666E-04
1.795061E+00	-8.439691E-04	7.500981E-04
1.805620E+00	-8.498546E-04	7.625413E-04
